Attack_fleet = 28
Defend_fleet = 23
Attacker, Defender, attack damage, defender's health
ObjectId('52780ade6f94c119c08508c7') , ObjectId('52780ade6f94c119c08509b9') , 1385, 115
ObjectId('52780ade6f94c119c08508d3') , ObjectId('52780ade6f94c119c08509c5') , 448, 1052
ObjectId('52780ade6f94c119c08508df') , ObjectId('52780ade6f94c119c08509d1') , 1311, 189
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ade6f94c119c0850911') , ObjectId('52780ade6f94c119c085081f') , 1173, 327
ObjectId('52780ade6f94c119c085091d') , ObjectId('52780ade6f94c119c085082b') , 564, 936
ObjectId('52780ade6f94c119c0850929') , ObjectId('52780ade6f94c119c0850837') , 913, 587
ObjectId('52780ade6f94c119c0850935') , ObjectId('52780ade6f94c119c0850843') , 1160, 340
ObjectId('52780ade6f94c119c0850941') , ObjectId('52780ade6f94c119c085084f') , 1079, 421
ObjectId('52780ade6f94c119c085094d') , ObjectId('52780ade6f94c119c085085b') , 919, 581
ObjectId('52780ade6f94c119c0850959') , ObjectId('52780ade6f94c119c0850867') , 545, 955
ObjectId('52780ade6f94c119c0850965') , ObjectId('52780ade6f94c119c0850873') , 1181, 319
ObjectId('52780ade6f94c119c0850971') , ObjectId('52780ade6f94c119c085087f') , 1499, 1
ObjectId('52780ade6f94c119c085097d') , ObjectId('52780ade6f94c119c085088b') , 1048, 452
ObjectId('52780ade6f94c119c0850989') , ObjectId('52780ade6f94c119c0850897') , 1531, -31
ObjectId('52780ade6f94c119c0850995') , ObjectId('52780ade6f94c119c08508a3') , 1917, -417
ObjectId('52780ade6f94c119c08509a1') , ObjectId('52780ade6f94c119c08508af') , 667, 833
ObjectId('52780ade6f94c119c08509ad') , ObjectId('52780ade6f94c119c08508bb') , 938, 562
ObjectId('52780ade6f94c119c08509b9') , ObjectId('52780ade6f94c119c08508c7') , 489, 1011
ObjectId('52780ade6f94c119c08509c5') , ObjectId('52780ade6f94c119c08508d3') , 1923, -423
ObjectId('52780ade6f94c119c08509d1') , ObjectId('52780ade6f94c119c08508df') , 701, 799
ObjectId('52780ade6f94c119c08509dd') , ObjectId('52780ade6f94c119c08508a3') , 1536, -36
ObjectId('52780ade6f94c119c08509e9') , ObjectId('52780ade6f94c119c0850897') , 1579, -79
ObjectId('52780ade6f94c119c08509f5') , ObjectId('52780ade6f94c119c085085b') , 1078, 422
ObjectId('52780ade6f94c119c0850a01') , ObjectId('52780ade6f94c119c08508a3') , 593, 907
ObjectId('52780ade6f94c119c0850a0d') , ObjectId('52780ade6f94c119c0850897') , 620, 880
ObjectId('52780ade6f94c119c0850a19') , ObjectId('52780ade6f94c119c0850843') , 698, 802
ObjectId('52780ade6f94c119c0850a25') , ObjectId('52780ade6f94c119c08508c7') , 838, 662
ObjectId('52780ade6f94c119c0850a31') , ObjectId('52780ade6f94c119c0850897') , 633, 867
ObjectId('52780ade6f94c119c0850a3d') , ObjectId('52780ade6f94c119c0850873') , 1421, 79
ObjectId('52780ade6f94c119c0850a49') , ObjectId('52780ade6f94c119c08508c7') , 637, 863
ObjectId('52780ade6f94c119c0850a55') , ObjectId('52780ade6f94c119c0850873') , 357, 1143
ObjectId('52780ade6f94c119c0850a61') , ObjectId('52780ade6f94c119c085082b') , 658, 842
ObjectId('52780ade6f94c119c0850a6d') , ObjectId('52780ade6f94c119c08508bb') , 735, 765
Attacker Kill Count:  0
Defender Kill Count:  5

Attack_fleet = 14
Defend_fleet = 30
Attacker, Defender, attack damage, defender's health
ObjectId('52780ade6f94c119c085081f') , ObjectId('52780ade6f94c119c0850911') , 885, 15
ObjectId('52780ade6f94c119c085082b') , ObjectId('52780ade6f94c119c085091d') , 1228, -1129
ObjectId('52780ade6f94c119c0850837') , ObjectId('52780ade6f94c119c0850929') , 482, 700
ObjectId('52780ade6f94c119c0850843') , ObjectId('52780ade6f94c119c0850935') , 1591, -1548
ObjectId('52780ade6f94c119c085084f') , ObjectId('52780ade6f94c119c0850941') , 1282, -681
ObjectId('52780ade6f94c119c085085b') , ObjectId('52780ade6f94c119c085094d') , 682, 368
ObjectId('52780ade6f94c119c0850867') , ObjectId('52780ade6f94c119c0850959') , 676, 122
ObjectId('52780ade6f94c119c0850873') , ObjectId('52780ade6f94c119c0850965') , 536, -441
ObjectId('52780ade6f94c119c085087f') , ObjectId('52780ade6f94c119c0850971') , 883, -451
ObjectId('52780ade6f94c119c085088b') , ObjectId('52780ade6f94c119c085097d') , 363, 593
ObjectId('52780ade6f94c119c08508af') , ObjectId('52780ade6f94c119c0850989') , 1010, -379
ObjectId('52780ade6f94c119c08508bb') , ObjectId('52780ade6f94c119c0850995') , 1154, -470
ObjectId('52780ade6f94c119c08508c7') , ObjectId('52780ade6f94c119c08509a1') , 886, 69
ObjectId('52780ade6f94c119c08508df') , ObjectId('52780ade6f94c119c08509ad') , 1035, -663
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ade6f94c119c0850911') , ObjectId('52780ade6f94c119c085081f') , 663, -336
ObjectId('52780ade6f94c119c085091d') , ObjectId('52780ade6f94c119c085082b') , 457, 385
ObjectId('52780ade6f94c119c0850929') , ObjectId('52780ade6f94c119c0850837') , 509, 78
ObjectId('52780ade6f94c119c0850935') , ObjectId('52780ade6f94c119c0850843') , 518, 284
ObjectId('52780ade6f94c119c0850941') , ObjectId('52780ade6f94c119c085084f') , 1821, -1400
ObjectId('52780ade6f94c119c085094d') , ObjectId('52780ade6f94c119c085085b') , 1002, -580
ObjectId('52780ade6f94c119c0850959') , ObjectId('52780ade6f94c119c0850867') , 412, 543
ObjectId('52780ade6f94c119c0850965') , ObjectId('52780ade6f94c119c0850873') , 1673, -530
ObjectId('52780ade6f94c119c0850971') , ObjectId('52780ade6f94c119c085087f') , 1266, -1265
ObjectId('52780ade6f94c119c085097d') , ObjectId('52780ade6f94c119c085088b') , 700, -248
ObjectId('52780ade6f94c119c0850989') , ObjectId('52780ade6f94c119c08508af') , 723, 110
ObjectId('52780ade6f94c119c0850995') , ObjectId('52780ade6f94c119c08508bb') , 1009, -244
ObjectId('52780ade6f94c119c08509a1') , ObjectId('52780ade6f94c119c08508c7') , 569, 294
ObjectId('52780ade6f94c119c08509ad') , ObjectId('52780ade6f94c119c08508df') , 413, 386
ObjectId('52780ade6f94c119c08509b9') , ObjectId('52780ade6f94c119c08508bb') , 625, 140
ObjectId('52780ade6f94c119c08509c5') , ObjectId('52780ade6f94c119c0850843') , 1692, -890
ObjectId('52780ade6f94c119c08509d1') , ObjectId('52780ade6f94c119c085088b') , 935, -483
ObjectId('52780ade6f94c119c08509dd') , ObjectId('52780ade6f94c119c08508af') , 914, -81
ObjectId('52780ade6f94c119c08509e9') , ObjectId('52780ade6f94c119c085081f') , 1898, -1571
ObjectId('52780ade6f94c119c08509f5') , ObjectId('52780ade6f94c119c08508df') , 823, -24
ObjectId('52780ade6f94c119c0850a01') , ObjectId('52780ade6f94c119c08508c7') , 590, 273
ObjectId('52780ade6f94c119c0850a0d') , ObjectId('52780ade6f94c119c085087f') , 1267, -1266
ObjectId('52780ade6f94c119c0850a19') , ObjectId('52780ade6f94c119c0850873') , 604, 539
ObjectId('52780ade6f94c119c0850a25') , ObjectId('52780ade6f94c119c085081f') , 1675, -1348
ObjectId('52780ade6f94c119c0850a31') , ObjectId('52780ade6f94c119c0850843') , 482, 320
ObjectId('52780ade6f94c119c0850a3d') , ObjectId('52780ade6f94c119c0850867') , 1632, -677
ObjectId('52780ade6f94c119c0850a49') , ObjectId('52780ade6f94c119c0850873') , 539, 604
ObjectId('52780ade6f94c119c0850a55') , ObjectId('52780ade6f94c119c08508bb') , 332, 433
ObjectId('52780ade6f94c119c0850a61') , ObjectId('52780ade6f94c119c08508af') , 679, 154
ObjectId('52780ade6f94c119c0850a6d') , ObjectId('52780ade6f94c119c08508c7') , 1028, -165
Attacker Kill Count:  8
Defender Kill Count:  16

Attack_fleet = 2
Defend_fleet = 22
Attacker, Defender, attack damage, defender's health
ObjectId('52780ade6f94c119c085082b') , ObjectId('52780ade6f94c119c0850911') , 940, -925
ObjectId('52780ade6f94c119c0850837') , ObjectId('52780ade6f94c119c0850929') , 575, 125
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ade6f94c119c0850911') , ObjectId('52780ade6f94c119c085082b') , 489, -104
ObjectId('52780ade6f94c119c0850929') , ObjectId('52780ade6f94c119c0850837') , 392, -314
ObjectId('52780ade6f94c119c085094d') , ObjectId('52780ade6f94c119c0850837') , 1178, -1100
ObjectId('52780ade6f94c119c0850959') , ObjectId('52780ade6f94c119c085082b') , 524, -139
ObjectId('52780ade6f94c119c085097d') , ObjectId('52780ade6f94c119c0850837') , 930, -852
ObjectId('52780ade6f94c119c08509a1') , ObjectId('52780ade6f94c119c085082b') , 526, -141
ObjectId('52780ade6f94c119c08509b9') , ObjectId('52780ade6f94c119c085082b') , 396, -11
ObjectId('52780ade6f94c119c08509c5') , ObjectId('52780ade6f94c119c085082b') , 1690, -1305
ObjectId('52780ade6f94c119c08509d1') , ObjectId('52780ade6f94c119c085082b') , 807, -422
ObjectId('52780ade6f94c119c08509dd') , ObjectId('52780ade6f94c119c0850837') , 1583, -1505
ObjectId('52780ade6f94c119c08509e9') , ObjectId('52780ade6f94c119c0850837') , 1314, -1236
ObjectId('52780ade6f94c119c08509f5') , ObjectId('52780ade6f94c119c085082b') , 959, -574
ObjectId('52780ade6f94c119c0850a01') , ObjectId('52780ade6f94c119c085082b') , 433, -48
ObjectId('52780ade6f94c119c0850a0d') , ObjectId('52780ade6f94c119c085082b') , 820, -435
ObjectId('52780ade6f94c119c0850a19') , ObjectId('52780ade6f94c119c0850837') , 875, -797
ObjectId('52780ade6f94c119c0850a25') , ObjectId('52780ade6f94c119c085082b') , 1714, -1329
ObjectId('52780ade6f94c119c0850a31') , ObjectId('52780ade6f94c119c0850837') , 526, -448
ObjectId('52780ade6f94c119c0850a3d') , ObjectId('52780ade6f94c119c085082b') , 1637, -1252
ObjectId('52780ade6f94c119c0850a49') , ObjectId('52780ade6f94c119c0850837') , 452, -374
ObjectId('52780ade6f94c119c0850a55') , ObjectId('52780ade6f94c119c085082b') , 626, -241
ObjectId('52780ade6f94c119c0850a61') , ObjectId('52780ade6f94c119c0850837') , 574, -496
ObjectId('52780ade6f94c119c0850a6d') , ObjectId('52780ade6f94c119c0850837') , 876, -798
Attacker Kill Count:  1
Defender Kill Count:  22

Attack_fleet = 20
Defend_fleet = 22
Attacker, Defender, attack damage, defender's health
ObjectId('52780ae26f94c119c0850a9f') , ObjectId('52780ae36f94c119c0850bb5') , 1021, 479
ObjectId('52780ae26f94c119c0850aab') , ObjectId('52780ae36f94c119c0850bc1') , 849, 651
ObjectId('52780ae26f94c119c0850ab7') , ObjectId('52780ae36f94c119c0850bcd') , 1981, -481
ObjectId('52780ae26f94c119c0850ac3') , ObjectId('52780ae36f94c119c0850bd9') , 523, 977
ObjectId('52780ae26f94c119c0850acf') , ObjectId('52780ae36f94c119c0850be5') , 1379, 121
ObjectId('52780ae26f94c119c0850adb') , ObjectId('52780ae36f94c119c0850bf1') , 1736, -236
ObjectId('52780ae26f94c119c0850ae7') , ObjectId('52780ae36f94c119c0850bfd') , 704, 796
ObjectId('52780ae26f94c119c0850af3') , ObjectId('52780ae36f94c119c0850c09') , 2043, -543
ObjectId('52780ae26f94c119c0850aff') , ObjectId('52780ae36f94c119c0850c15') , 1039, 461
ObjectId('52780ae26f94c119c0850b0b') , ObjectId('52780ae36f94c119c0850c21') , 324, 1176
ObjectId('52780ae26f94c119c0850b17') , ObjectId('52780ae36f94c119c0850c2d') , 1253, 247
ObjectId('52780ae26f94c119c0850b23') , ObjectId('52780ae36f94c119c0850c39') , 441, 1059
ObjectId('52780ae26f94c119c0850b2f') , ObjectId('52780ae36f94c119c0850c45') , 823, 677
ObjectId('52780ae26f94c119c0850b3b') , ObjectId('52780ae36f94c119c0850c51') , 742, 758
ObjectId('52780ae26f94c119c0850b47') , ObjectId('52780ae36f94c119c0850c5d') , 554, 946
ObjectId('52780ae26f94c119c0850b53') , ObjectId('52780ae36f94c119c0850c69') , 546, 954
ObjectId('52780ae26f94c119c0850b5f') , ObjectId('52780ae36f94c119c0850c75') , 1156, 344
ObjectId('52780ae26f94c119c0850b6b') , ObjectId('52780ae36f94c119c0850c81') , 1061, 439
ObjectId('52780ae26f94c119c0850b77') , ObjectId('52780ae36f94c119c0850c8d') , 763, 737
ObjectId('52780ae26f94c119c0850b83') , ObjectId('52780ae36f94c119c0850c99') , 1864, -364
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ae36f94c119c0850bb5') , ObjectId('52780ae26f94c119c0850a9f') , 781, 719
ObjectId('52780ae36f94c119c0850bc1') , ObjectId('52780ae26f94c119c0850aab') , 822, 678
ObjectId('52780ae36f94c119c0850bcd') , ObjectId('52780ae26f94c119c0850ab7') , 716, 784
ObjectId('52780ae36f94c119c0850bd9') , ObjectId('52780ae26f94c119c0850ac3') , 1042, 458
ObjectId('52780ae36f94c119c0850be5') , ObjectId('52780ae26f94c119c0850acf') , 1254, 246
ObjectId('52780ae36f94c119c0850bf1') , ObjectId('52780ae26f94c119c0850adb') , 570, 930
ObjectId('52780ae36f94c119c0850bfd') , ObjectId('52780ae26f94c119c0850ae7') , 1353, 147
ObjectId('52780ae36f94c119c0850c09') , ObjectId('52780ae26f94c119c0850af3') , 706, 794
ObjectId('52780ae36f94c119c0850c15') , ObjectId('52780ae26f94c119c0850aff') , 539, 961
ObjectId('52780ae36f94c119c0850c21') , ObjectId('52780ae26f94c119c0850b0b') , 1184, 316
ObjectId('52780ae36f94c119c0850c2d') , ObjectId('52780ae26f94c119c0850b17') , 449, 1051
ObjectId('52780ae36f94c119c0850c39') , ObjectId('52780ae26f94c119c0850b23') , 723, 777
ObjectId('52780ae36f94c119c0850c45') , ObjectId('52780ae26f94c119c0850b2f') , 773, 727
ObjectId('52780ae36f94c119c0850c51') , ObjectId('52780ae26f94c119c0850b3b') , 1620, -120
ObjectId('52780ae36f94c119c0850c5d') , ObjectId('52780ae26f94c119c0850b47') , 1228, 272
ObjectId('52780ae36f94c119c0850c69') , ObjectId('52780ae26f94c119c0850b53') , 838, 662
ObjectId('52780ae36f94c119c0850c75') , ObjectId('52780ae26f94c119c0850b5f') , 1594, -94
ObjectId('52780ae36f94c119c0850c81') , ObjectId('52780ae26f94c119c0850b6b') , 1140, 360
ObjectId('52780ae36f94c119c0850c8d') , ObjectId('52780ae26f94c119c0850b77') , 1001, 499
ObjectId('52780ae36f94c119c0850c99') , ObjectId('52780ae26f94c119c0850b83') , 464, 1036
ObjectId('52780ae36f94c119c0850ca5') , ObjectId('52780ae26f94c119c0850ae7') , 681, 819
ObjectId('52780ae36f94c119c0850cb1') , ObjectId('52780ae26f94c119c0850ab7') , 693, 807
Attacker Kill Count:  4
Defender Kill Count:  2

Attack_fleet = 18
Defend_fleet = 18
Attacker, Defender, attack damage, defender's health
ObjectId('52780ae26f94c119c0850a9f') , ObjectId('52780ae36f94c119c0850bb5') , 830, -351
ObjectId('52780ae26f94c119c0850aab') , ObjectId('52780ae36f94c119c0850bc1') , 1452, -801
ObjectId('52780ae26f94c119c0850ab7') , ObjectId('52780ae36f94c119c0850bd9') , 1711, -734
ObjectId('52780ae26f94c119c0850ac3') , ObjectId('52780ae36f94c119c0850be5') , 762, -641
ObjectId('52780ae26f94c119c0850acf') , ObjectId('52780ae36f94c119c0850bfd') , 1437, -641
ObjectId('52780ae26f94c119c0850adb') , ObjectId('52780ae36f94c119c0850c15') , 1064, -603
ObjectId('52780ae26f94c119c0850ae7') , ObjectId('52780ae36f94c119c0850c21') , 753, 423
ObjectId('52780ae26f94c119c0850af3') , ObjectId('52780ae36f94c119c0850c2d') , 976, -729
ObjectId('52780ae26f94c119c0850aff') , ObjectId('52780ae36f94c119c0850c39') , 779, 280
ObjectId('52780ae26f94c119c0850b0b') , ObjectId('52780ae36f94c119c0850c45') , 715, -38
ObjectId('52780ae26f94c119c0850b17') , ObjectId('52780ae36f94c119c0850c51') , 930, -172
ObjectId('52780ae26f94c119c0850b23') , ObjectId('52780ae36f94c119c0850c5d') , 810, 136
ObjectId('52780ae26f94c119c0850b2f') , ObjectId('52780ae36f94c119c0850c69') , 1694, -740
ObjectId('52780ae26f94c119c0850b47') , ObjectId('52780ae36f94c119c0850c75') , 567, -223
ObjectId('52780ae26f94c119c0850b53') , ObjectId('52780ae36f94c119c0850c81') , 347, 92
ObjectId('52780ae26f94c119c0850b6b') , ObjectId('52780ae36f94c119c0850c8d') , 949, -212
ObjectId('52780ae26f94c119c0850b77') , ObjectId('52780ae36f94c119c0850ca5') , 1058, 442
ObjectId('52780ae26f94c119c0850b83') , ObjectId('52780ae36f94c119c0850cb1') , 826, 674
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ae36f94c119c0850bb5') , ObjectId('52780ae26f94c119c0850a9f') , 1030, -311
ObjectId('52780ae36f94c119c0850bc1') , ObjectId('52780ae26f94c119c0850aab') , 1029, -351
ObjectId('52780ae36f94c119c0850bd9') , ObjectId('52780ae26f94c119c0850ab7') , 1116, -309
ObjectId('52780ae36f94c119c0850be5') , ObjectId('52780ae26f94c119c0850ac3') , 529, -71
ObjectId('52780ae36f94c119c0850bfd') , ObjectId('52780ae26f94c119c0850acf') , 862, -616
ObjectId('52780ae36f94c119c0850c15') , ObjectId('52780ae26f94c119c0850adb') , 674, 256
ObjectId('52780ae36f94c119c0850c21') , ObjectId('52780ae26f94c119c0850ae7') , 2027, -1208
ObjectId('52780ae36f94c119c0850c2d') , ObjectId('52780ae26f94c119c0850af3') , 636, 158
ObjectId('52780ae36f94c119c0850c39') , ObjectId('52780ae26f94c119c0850aff') , 1232, -271
ObjectId('52780ae36f94c119c0850c45') , ObjectId('52780ae26f94c119c0850b0b') , 587, -271
ObjectId('52780ae36f94c119c0850c51') , ObjectId('52780ae26f94c119c0850b17') , 1172, -121
ObjectId('52780ae36f94c119c0850c5d') , ObjectId('52780ae26f94c119c0850b23') , 1508, -731
ObjectId('52780ae36f94c119c0850c69') , ObjectId('52780ae26f94c119c0850b2f') , 518, 209
ObjectId('52780ae36f94c119c0850c75') , ObjectId('52780ae26f94c119c0850b47') , 929, -657
ObjectId('52780ae36f94c119c0850c81') , ObjectId('52780ae26f94c119c0850b53') , 1065, -403
ObjectId('52780ae36f94c119c0850c8d') , ObjectId('52780ae26f94c119c0850b6b') , 904, -544
ObjectId('52780ae36f94c119c0850ca5') , ObjectId('52780ae26f94c119c0850b77') , 767, -268
ObjectId('52780ae36f94c119c0850cb1') , ObjectId('52780ae26f94c119c0850b83') , 1060, -24
Attacker Kill Count:  12
Defender Kill Count:  15

Attack_fleet = 3
Defend_fleet = 6
Attacker, Defender, attack damage, defender's health
ObjectId('52780ae26f94c119c0850adb') , ObjectId('52780ae36f94c119c0850c21') , 937, -514
ObjectId('52780ae26f94c119c0850af3') , ObjectId('52780ae36f94c119c0850c39') , 967, -687
ObjectId('52780ae26f94c119c0850b2f') , ObjectId('52780ae36f94c119c0850c5d') , 1949, -1813
Defender, Attacker, defend damage, attacker's health
ObjectId('52780ae36f94c119c0850c21') , ObjectId('52780ae26f94c119c0850adb') , 927, -671
ObjectId('52780ae36f94c119c0850c39') , ObjectId('52780ae26f94c119c0850af3') , 703, -545
ObjectId('52780ae36f94c119c0850c5d') , ObjectId('52780ae26f94c119c0850b2f') , 1704, -1495
ObjectId('52780ae36f94c119c0850c81') , ObjectId('52780ae26f94c119c0850b2f') , 529, -320
ObjectId('52780ae36f94c119c0850ca5') , ObjectId('52780ae26f94c119c0850adb') , 961, -705
ObjectId('52780ae36f94c119c0850cb1') , ObjectId('52780ae26f94c119c0850adb') , 820, -564
Attacker Kill Count:  3
Defender Kill Count:  6

Attack_fleet = 29
Defend_fleet = 21
Attacker, Defender, attack damage, defender's health
ObjectId('527814746f94c119c0850ce3') , ObjectId('527814756f94c119c0850e65') , 781, 719
ObjectId('527814746f94c119c0850cef') , ObjectId('527814756f94c119c0850e71') , 423, 1077
ObjectId('527814746f94c119c0850cfb') , ObjectId('527814756f94c119c0850e7d') , 1793, -293
ObjectId('527814746f94c119c0850d07') , ObjectId('527814756f94c119c0850e89') , 1058, 442
ObjectId('527814746f94c119c0850d13') , ObjectId('527814756f94c119c0850e95') , 649, 851
ObjectId('527814746f94c119c0850d1f') , ObjectId('527814756f94c119c0850ea1') , 2017, -517
ObjectId('527814746f94c119c0850d2b') , ObjectId('527814756f94c119c0850ead') , 427, 1073
ObjectId('527814746f94c119c0850d37') , ObjectId('527814756f94c119c0850eb9') , 449, 1051
ObjectId('527814746f94c119c0850d43') , ObjectId('527814756f94c119c0850ec5') , 732, 768
ObjectId('527814746f94c119c0850d4f') , ObjectId('527814756f94c119c0850ed1') , 607, 893
ObjectId('527814746f94c119c0850d5b') , ObjectId('527814756f94c119c0850edd') , 747, 753
ObjectId('527814746f94c119c0850d67') , ObjectId('527814756f94c119c0850ee9') , 1381, 119
ObjectId('527814746f94c119c0850d73') , ObjectId('527814756f94c119c0850ef5') , 902, 598
ObjectId('527814746f94c119c0850d7f') , ObjectId('527814756f94c119c0850f01') , 546, 954
ObjectId('527814756f94c119c0850d8b') , ObjectId('527814756f94c119c0850f0d') , 613, 887
ObjectId('527814756f94c119c0850d97') , ObjectId('527814756f94c119c0850f19') , 444, 1056
ObjectId('527814756f94c119c0850da3') , ObjectId('527814756f94c119c0850f25') , 491, 1009
ObjectId('527814756f94c119c0850daf') , ObjectId('527814756f94c119c0850f31') , 666, 834
ObjectId('527814756f94c119c0850dbb') , ObjectId('527814756f94c119c0850f3d') , 2356, -856
ObjectId('527814756f94c119c0850dc7') , ObjectId('527814756f94c119c0850f49') , 710, 790
ObjectId('527814756f94c119c0850dd3') , ObjectId('527814756f94c119c0850f55') , 1154, 346
ObjectId('527814756f94c119c0850ddf') , ObjectId('527814756f94c119c0850f25') , 1011, 489
ObjectId('527814756f94c119c0850deb') , ObjectId('527814756f94c119c0850ed1') , 559, 941
ObjectId('527814756f94c119c0850df7') , ObjectId('527814756f94c119c0850e65') , 1700, -200
ObjectId('527814756f94c119c0850e03') , ObjectId('527814756f94c119c0850ee9') , 942, 558
ObjectId('527814756f94c119c0850e0f') , ObjectId('527814756f94c119c0850f01') , 1159, 341
